"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(6, 143)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 144)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 145)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 146)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 147)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 148)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 149)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(6, 150)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 80)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 81)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 82)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 83)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 84)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 85)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 86)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 87)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 88)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 89)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 90)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 91)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 92)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 93)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 94)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 95)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 96)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 97)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 98)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 99)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 100)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 101)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 102)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 103)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 104)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 105)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 106)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 107)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 108)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(7, 109)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 110)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 111)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 112)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 113)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 114)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 115)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 116)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 117)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 118)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 119)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 120)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 121)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 122)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(7, 123)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 124)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 125)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 126)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 127)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 128)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 129)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 130)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 131)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 132)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 133)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 134)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 135)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 136)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 137)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 138)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 139)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(7, 140)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 141)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 142)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 143)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 144)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 145)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 146)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 147)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 148)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 149)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(7, 150)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 80)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 81)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 82)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 83)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 84)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 85)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 86)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 87)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 88)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 89)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 90)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 91)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 92)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 93)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 94)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 95)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 96)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 97)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 98)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 99)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 100)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 101)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 102)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 103)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 104)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 105)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 106)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 107)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 108)",2017,05,BUKIT PANJANG,203,108,Model A,1988,2778
"(8, 109)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 110)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 111)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 112)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 113)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 114)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 115)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 116)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 117)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 118)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 119)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 120)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 121)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 122)",2017,03,BUKIT PANJANG,204,122,Improved,1988,3156
"(8, 123)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 124)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 125)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 126)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 127)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 128)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 129)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 130)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 131)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 132)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 133)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 134)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 135)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 136)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 137)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 138)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 139)",2017,07,TAMPINES,288,139,Model A,1984,3201
"(8, 140)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 141)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 142)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 143)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 144)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 145)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 146)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 147)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 148)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 149)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
"(8, 150)",2017,07,BUKIT PANJANG,133,150,Maisonette,1988,3300
